詞條	中文	音節	釋義	頁數	備註	轉寫者
pachabbechab	描述鳥類飛行時振動翅膀；拍擊空氣	pa.chab.be.chab	pi, pa, achabbechûbba, said of the birds as they move their wings in the flight, and thus beat the air. Chabbechab, nom. subat.	191		俊宏_187-215
pachichichichi	熱鐵放進水中的嘶嘶作響聲	pa.chi.chi.chi.chi	pi, pa, achichichichia, to hiss, as hot iron put into the water.	191		俊宏_187-215
pachiech	烤	pa.chiech	pinûchiech, papûchiech, achicha, achichen, inachiech, inoachichen, to roast. Trans. from chummiech.	191		俊宏_187-215
pachirrûp	在事物黏接處插入任何東西	pa.chir.rûp	pi, pa, achirrabba, achirrabban, inachirrabban, to insert any thing in between where things adhere; can be suitably employed for ingrafting, or incorporating.	191		俊宏_187-215
pachitchit	（像動脈或心臟般）跳動	pa.chit.chit	pi, pa, achitchitta, achitchitten, inachitchit, to beat as the arteries or the heart. Ma-achitchit ja oggach, an artery.	191		俊宏_187-215
páchote	處罰	pû.cho.te	pinûchote, papûchote, chotea, chotein, chinote, to punish.	191		俊宏_187-215
pad	麻（或相似的事物）	pad	pinûd, papûd, badda, baddaan, binaddan, linen, or such like stuff.	192		俊宏_187-215
padaat	在早上做（任何事）	pa.da.at	pi, pa, adûata, adatten, inadûat, inoadûatten, ipadûata, ipadaat, inipûdaat, inoipadaat, to do any thing early in the morning, as chûmda. Padadaat, intende. nom.ûdaat betimes.	192		俊宏_187-215
pádach-o-dach-o	穿梭在鄉野間漫步	pû.dach.-o.-dach.-o	pinadûch-o-dûch-o, papadûch-o-dûch-o, adach-o-dach-oa, to wander through the country.	192		俊宏_187-215
padûkkodûkko	點頭睡覺	pa.dûk.ko.dûk.ko	pinadûkkodakko, papadakkodakko, adakkodakkoa, to nod with sleep.	192		俊宏_187-215
paddabo	躲藏；隱藏自己	pad.da.bo	pinûddabo, papûddabo, addabóa, addaboan, inaddabóan, inoaddaboan, to keep one's self entrenched or secreted. Ma-addabo, a concealer.	192		俊宏_187-215
paddach	結束；離開	pad.dach	pinaddach, papaddach, addûcha, to end, to leave off.	192		俊宏_187-215
páddat	劈或切成碎片	pûd.dat	pinaddat, papaddat, addada, addadden, inadadden, inoadadden, to hew or cut any thing into pieces.	192		俊宏_187-215
paddam	（如同野獸般）在田園中吃稻、米	pad.dam	pinûddam, papûddam, addammen, inaddûman, inoaddamman, to eat the paddy, or rice, in the field, as is sometimed done by wild animals.	192		俊宏_187-215
paddidi	顫抖；打冷顫	pad.di.di	pinûddidi, padûddidi, addidia, to shiver as one in an ague. Paddidi, a shien, to chatter with the teeth.	192		俊宏_187-215
paddo-oddo-ol	瘦弱的；貧乏的	pad.do.-od.do.-ol	meagre	193		俊宏_187-215
páddik	懸於...之上（如長草懸於道路之上）	pûd.dik	pi, pa, addikka, to overhang, as long grass hangs over the path.	193		俊宏_187-215
paddûppo	向前屈身；向前傾（頭靠在某物上）	pad.dûp.po	pinûddopo, papûddopo, addûppoa, to stoop forward; also to lean forward with the head resting on any thing; thus addopóan, inaddopoan, inoaddopoan. Paaddûppo, imp. ipaaddûppoa. Favorlang, paggûppo, trans. ipaagguppoa.	193		俊宏_187-215
padirdir	顫抖	pa.dir.dir	pinadirdir, papadirdir, adirdirra, to tremble, act. from Madirdir.	193		俊宏_187-215
padóch	輕敲；拍擊（如敲門）	pa.dóch	pinadoch, pûpadoch, adóch-a, adochen, inadoch, inoadochen, to give a rap, as at the door. Padóch-doch, to rap frequently.	193		俊宏_187-215
padûllo	奮鬥；看誰是第一個完成	pa.dûl.lo	pi, pa, adûlloa, adûlloan, inadûlloan, inoadûlloan, to strive, to see who shall finish first.	193		俊宏_187-215
paga	是；擁有	pa.ga	to be, to have; it is also a denial, as pa, and in this sense is doubled as pagaga, by no means, pret. pinaga fut. pûgaga, imp. ûga-a; item as, as when, without question. Paga jarosono de bonna, there is a mist in the field. Paga means quantity.	193		俊宏_187-215
paga	使⋯⋯發生；促成	pa.ga	pi, pa, ipaga-a, ipaga, inipaga, to cause to be. e.g. ja alli oa inipaga, is it not you that has done it? that is, have you not caused it to be? Ga, essence, a being, Agaijan, the place where any thing is, as agaijan ota Deos, contradicted from agaûta Deos, the place where God is.	193		俊宏_187-215
pagagagaga	用水咯咯作響	pa.ga.ga.ga.ga	pi, pa, agagagaga-a, pagagagaga-o-to, to gurgle with water.	194		俊宏_187-215
pagalgal	喘息；喘氣	pa.gal.gal	pinagalgal, papagalgal, agalgalla, to pant.	194		俊宏_187-215
paggai	短暫的時間；一分鐘	pag.gai	a little time, a minute.	194		俊宏_187-215
paggeas	伸展身體（類似伸懶腰）	pag.ge.as	pinaggeas, papaggeas, aggeassa, to strech one's self, as yawners do	194		俊宏_187-215
pagasan	愛	pa.ga.san	pi, pa, agasanna. agasannan, inagasan, inoagasannan, to love. Agasan, desire, love. Ma-agasan, a lover.	194		俊宏_187-215
paggi	狗的咆哮聲	pag.gi	pinaggi, papaggi, aggia, the snarling of dogs.	194		俊宏_187-215
pagoegoe	風或海的狂暴；轟雷聲；肚子轟隆作響	pa.goe.goe	pinagoegoe, the ranging of the wind and sea, the rumbling of thunder or of the belly. Pagoegoegoegoe, intd.	194		俊宏_187-215
pagorgor	打鼾	pa.gor.gor	pi, pa, agorgorra, to snore.	194		俊宏_187-215
pagotgot	鴿子的咕咕聲	pa.got.got	pi, pa, the cooing of doves.	194		俊宏_187-215
paichiech	胃痛	pa.i.chiech	pi, pa, the pain of the stomach, imp. aichiecha, pass. aichiechen, inaichiech, inoaichiechen.	194		俊宏_187-215
paicham	喝；提供喝的東西	pa.i.cham	in act. trans. imp. aichamma babosa, aichamman, inaichamman, inoaichamman, ipaichamma, pas. pichamman, inichamman, inoichûmman, ipaicham, inipaicham, inoipûìcham, to drink, to offer to drink, aichan, nom. a drinking; ûichaman, a drinking cup.	194		俊宏_187-215
paichasarra	睡覺	pa.i.chas.sar.ra	pinaichasrra, papaichasarra, for the imp. people say, sarra o kagil, to sleep.	195		俊宏_187-215
paies	放到旁邊；丟棄	pa.i.es	pinaies, papaies, aisa, ipaies, inipaies, inoipaies, to put away.	195		俊宏_187-215
paya	往後靠	pa.ya	pinaya, papaya, aya, ayanni, inayanni, inoayanni, to lean backwards.	195		俊宏_187-215
páyach	弄髒	pû.yach	pinûyach, papayach, ayacha, ayachen, inayach, inoayachen, whence iachen, ipayach, iniachen, inipayach, inoipayach, to make dirty.	195		俊宏_187-215
payoch	轉過身；回頭	pa.yoch	pinayoch, papayoch, ayocha, to turn back, also ayochan, inayochan, inoayochan, to give back.	195		俊宏_187-215
paikiek	裂掉	pa.i.kiek	pinaikiek, papaikiek, to crack.	195		俊宏_187-215
pakietkiet	裂掉	pa.kiet.kiet	pi, pa, idem.	195		俊宏_187-215
paikap	抓住；劈開	pa.i.kap	trans. from Mikkap, which see.	195	釋義寫說是Mikkap的及物動詞型態；因此中文先以Mikkap做翻譯。	俊宏_187-215
páilieb	叫；抓住某人	pû.i.lieb	pinûilieb, papûilieb, ailieba, ailieban, inailiban, inoailiban, to call, to fetch any one. Paailieb, imp. ipaûiliba, trans. nom. ailieb, a calling.	195		俊宏_187-215
pailielieb	打算	pa.i.lie.lieb	intend.	195		俊宏_187-215
paior	走在某人前面；指路	pa.i.or	pinaior, papaior, aiorra, aiorren, inaiorren, inoaiorren, to precede any one, to shew the way; the way, aiorran, inaiorran, inoaiorran.	195	釋義的shew應為現代英文的show。	俊宏_187-215
pairas	於某事上固執	pa.i.ras	pinairas, papairas, airasû, ipairasa, to be stubborn in any thing, ipairas, inipairas, inoipairas, as pàsies, nom. airas, as asies.	196		俊宏_187-215
pairoos	使⋯⋯坐下	pa.i.ro.os	trans. from meroos, which see.	196	釋義寫說是meroos的及物動詞型態，因此中文先以meroos做翻譯。	俊宏_187-215
pais	使⋯⋯煩惱	pa.is	pinais, papais, aisa, aisan, inaisan, inoaisan, to pester.	196		俊宏_187-215
paisis	透過齒縫吹口哨	pa.i.sis	pi, pa, to whistle thro' the teeth.	196		俊宏_187-215
páita	顯示	pû.i.ta	pinûita, papûita, ipaita, to show; what? ipaita, inipaitû, inoipaita; to whom? aitanni, inaitanni, inoaitanni, trans. from Mita, which see.	196		俊宏_187-215
pajus	吹狂風；起風暴	pa.jus	pi, pa, bajussa, bajussen. binûjús, inobajûssen, to blow a gale, to storm. Pabajûs, trans. Bajûs, nom. a storm.	196		俊宏_187-215
pakaqûa	謹慎地做某事	pa.ka.qûa	pinakaqûa, papakaqûa, aka-qua-a, akaqûa-an, inakaqûa, inoakaqûa-an, to do any thing moderately, alsoipakaqua-a, ipakaqua-a, ipakaqua, inipakaqûa, inoipakaqûa, nom. qûa, a little, moderate, akaqûa, diminution.	196		俊宏_187-215
pakaûkaû	大聲叫喊	pa.ka.û.ka.û	pinakaûkaû, papakaùkaû, akaûkaûa, akaûkaûan, inakaûkaûan, inoûkaûkaûan, to bawl out loud.	196		俊宏_187-215
pakéas	將一隻腳往後伸	pa.ké.as	pi, pa, akeassa, akéassan, inakeas, inoakéassan, to stick out one leg behind, as kûmmitta.	196	不是很確定他的英文意思。	俊宏_187-215
pakeas	將一隻腳往後伸	pa.ke.as	pi, pa, ipakeassû, ipakeûs, inipakeûs, inoipakeas, to do as above, nam. akeûs, the sticking out of the leg.	197	不是很確定他的英文意思。	俊宏_187-215
pakibokibo	使⋯⋯煩惱	pa.ki.bo.ki.bo	pinakibokibo, papakibokibo, akibokiboa, to flutter, trans. from kummibokibo, which see.	197		俊宏_187-215
pakikekikke	聚集	pa.ki.ke.kik.ke	pi, pa, akikkekikkea, to swarm, as pakikkekikke tsi. binnan.	197		俊宏_187-215
pâkarot	碎裂	pâ.ka.rot	pi, pa, imp. akkarótta, to crack. Pakarot, trans. nom. karot, cracked.	197		俊宏_187-215
pakiliekille	以搖動的方式讓鈴響被聽到	pa.ki.lie.kil.le	pi, pa, imp. akillekillea, to rattle, but so as that a ringing is heard, as from money, or the rings on the arms. Differs from paseerseer.	197		俊宏_187-215
pakkio	鹿的叫聲	pak.kio	pinakkio, papakkio, akkio, akkioa, the cry of deer.	197		俊宏_187-215
pakkol	挖深	pak.kol	pi, pa, akkolla, to dig deep.	197		俊宏_187-215
pakobos	用網捕獵	pa.ko.bos	pinakobos, papakobos, akobossa, akobossan, inakobossan, inoakobossan, to hunt with nets, also ipakobossa, ipakonos, inipakobos.	197		俊宏_187-215
pakótkot	母雞咯咯叫	pa.kót.kot	pi, pa, akotkótta, the cackling of hens.	197		俊宏_187-215
pala	說；講	pa.la	(let the last letter be scarcely heard) pinala, papûla, ipûla, alûnni, inalanni, inoalanni, to say, to tell. Ala, nomen, a saying. This noun is compounded of karri, as karri ala, and mau, as mau ala, to converse together.	197		俊宏_187-215
pala	裝飾某人；打扮某人	pa.la	trans. from Malla, which see.	198		俊宏_187-215
palûblobg	用扇子搧	pa.lû.blobg	pinalablabg, papalûblabg, alablûbba, alablabban, inalûblabban, inoalablabban, to fan with a fan.	198	特別的CCVCC音節結構。	俊宏_187-215
palachach	鬆脫	pa.la.chach	pinalachach, papalachach, alachacha, alachachen, inalachach, inoalachachen, the opposite of Padidden. See Malachach, of which this is the transitive.	198		俊宏_187-215
palachach	使⋯⋯鬆脫；鬆鬆地放在一起	pa.la.chach	means also to make any thing loose, to put loosely together; but then ipalachacha, ipalachach, inipalachach, inoipalachach.		不是很確定英文的意思。	俊宏_187-215
palalat	把東西放成一直排或並排	pa.la.lat	pinalalat, papalalat, balabalata, binalabalat, balalabalatten, iiiobalabalatten, to put things in a row, or side by side. Palalat ja se malam o bausies; it differs from Palat, see Pûlalat, pinûlalat, pûpalalat, ipalalatta, ipûlalat, inipûlalat, inoipalalat, to arrange in a row, add thereto, balûlat, the noun.	198		俊宏_187-215
palapilapies	使跪下	pa.la.pi.la.pies	trans. from lûmmapilapies, of malapilapies, which see.	198		俊宏_187-215
pálat	把東西放成一直排，但有涉及運送方面	pû.lat	pinûlat, papûlat, balatta, balatten, binalat, inobalatten, as palûlat, except that palat, extends itself to the conveying, but taken transitively, ipalûtta, ipalat, inipalat, add thereto, balat, the noun.	198	不是很確定英文的意思。	俊宏_187-215
palaûlaub	閃耀；發光	pa.la.û.la.ub	pinalaûlaûb, papalaûlaûb, laûlaûba, laûlaûban, linaûlaûban, &c.	199		俊宏_187-215
pallákkûm	把某物一翻再翻	pal.lûk.kûm	trans. from Mallakkûm	199		俊宏_187-215
pallidóllido	前後跑步	pal.li.dól.li.do	pallidóllido, pinallidóllido, papallidóllido, allidollidóa, allidollidoan, inallidollidóan, inoallidollidoan, to run backwards and forwards, spoken also of a crooked way, pallidollidoa taran.	199		俊宏_187-215
pallil	吼叫；撕裂	pal.lil	pi, pa, allilla, pas. allillen, inallil, inoallillen, as maûchûs, matsipi, to roar and tear. Pallillil, intend. pallil.	199		俊宏_187-215
palil	噪音	pa.lil	trans. allil, a noise.	199		俊宏_187-215
pállo	觸及；結婚的誓約	pûl.lo	pi, pa, imp. ûlloa, to reach to, to reach any thing to any one, is also used for the giving of a pledge of marriage, as &c. as the Formosans are sometimes accustomed to do. Palo, trans. nom. allo, a reaching out, a pledge, which is given as a pledge of acon tract.	199		俊宏_187-215
pállossa	發現或揭示某事給某人	pûl.los.sa	pinallossa, pûpallossa, allossa, allossanni, inallossanni, inoallossanni, to discover or reveal a little to any one.	199		俊宏_187-215
palololullo	用力跺腳以製造噪音	pa.lo.lo.lul.lo	pinalololullo, papalololullo, allolulloan, inalololulloan, inoalololulloan, to make a noise, as by the feet of those who tread hard, or as from a shower of rain; poeple say, palololullo ja oetas.	199		俊宏_187-215
pammamma	用草蓋住田	pam.mam.ma	pinamamma, papûmamma, ûmamma, to cover a field with grass; what ? amammamanni and amammayan, inamammûnni and inamammayan, inoamammanni and inoammammayan, wherewith? ipàmamma, inipamamnia, inoipamamnia.	200		俊宏_187-215
pameûû	喵喵叫	pa.me.û.û	ameeûa, the mewing of cats.	200		俊宏_187-215
pamoggimoggi	呢喃	pa.mog.gi.mog.gi	pi‚ pa‚ amoggimoggia, amoggimoggien, inamoggimoggien, inoamoggimoggien, to murmur, to mumble. Amoggimoggi, a murmuring. Ma-amoggimoggi, a murmurer.	200		俊宏_187-215
pana	到（類似英文的to）	pa.na	some whither, to some place, pana Baziekan, to Batsjekan, sometimes de is added, as pana de Taiwan, to Taiwan. It is also a verb, and has in the in praet. pinana, in fut. papûna, in imperat. ûna, act. ipana, trans.	200	像是英文to這種介係詞的概念。	俊宏_187-215
pan	用泥土堵住	pan	pinan, pûpan, banna, bannan, binannan, inobannan, to stop up with earth. Pûban, pinaban, papaban, ipabanna, ipaban, inipaban, inoipaban, to do thus; baban, a dam.	200		俊宏_187-215
pannab	洗手	pan.nab	pinannab, papannab, anabba, what ? annabben, inannab, inoannabben, where with ? ûnnaban, inannaban, inoannaban, the washing of the hands,	200	不確定語意。	俊宏_187-215
panno	穿上衣服；打扮自己	pan.no	pinûnno, pananno; annoa, to dress one's self, what ? annoan, inûnnoan, inoannoan, wherewith ? ipanno, inipanno, inoipanno. Pano, trans.	200		俊宏_187-215
pannonnononno	蚊子嗡嗡叫	pan.non.no.non.no	pi, pa, the singing of musquitoes.	201		俊宏_187-215
pano	幫、使他人穿衣服	pa.no	pinano, papano, to clothe another; what or who ? anoan, inamoan, inoanoan; wherewith ? ipûno, inipûno, inoipûno; see panno, a little above.	201		俊宏_187-215
panoggonoggo	懇求	pa.nog.go.nog.go	pinanokkonokko, papanokkonokko, annokkonokkoa, annokkonokkoan, or anni, or aijan, inanokkonokkoan, inoanokkonokkoan, to intreat. Annoggonoggo, an intreaty.	201		俊宏_187-215
pa-oa-oa	牛的叫聲	pa.-oa.-oa	a-oa-oû-a, the cry of crows.	201		俊宏_187-215
paa-óabi	播種	pa.a.-ó.a.bi	(the first a short, to distinguish it from Pû-oabi, to cause to sow;) pina-oabi, papa-óabi, a-óabia, a-óabi, inaoabi, to sow the fields; thus ûo-abian, inaoabian. Babósa, pa-oabi, the sower; adda ipa-oûbi, it is sown; Bonnaaoabian, it was sown. Aoûbi, a sowing. Aoûbian, aoabi aijan, the sowing season, or place.	201		俊宏_187-215
pa-obo	提供線索	pa.-o.bo	pina-obo, papa-obo, a-obóa, a-ó-boan, inaóboan, inoa-óboan, to clue, to clue up, to draw up into a clue; also ipaóboa, ipa-obó, inipa-obo.	201		俊宏_187-215
paos	一對	pa.os	a pairing.	201		俊宏_187-215
papacha	牡蠣	pa.pa.cha	an oyster.	202		俊宏_187-215
papadda	洗腳	pa.pad.da	pinapapûdda, papapûdda, apapûdda, apapaddan, inipapaddan, inoipapaddan, to wash the feet, wherewith ? apapaddanni, or ayan, inapapaddanni, inoapapaddanni.	202		俊宏_187-215
papappa	矮；短	pa.pap.pa	from Mûpappa, which see.	202	語意不確定。	俊宏_187-215
papil	使碎成數片	pa.pil	from Mapil, which see.	202		俊宏_187-215
papillepillik	拍合（拍掌）	pa.pil.le.pil.lik	apillepillikka, to clap together, as two hands, two planks, &c.	202		俊宏_187-215
para	跟某人在一起；陪伴	pa.ra	pinûra, papara, arû, arûn, inara, inoaran, to be with any one, to accompany; araosse ta Cabba oe, does Cabba keep company? Ara, a comrade, pas. aran, inaran, to be accompanied: this passive is used with respect to those who attend on any one, as Takaba aran o Takalla, i.e. Takabba is waited on by Takala; or Takaba inara o icho, i. e. Takabba is attended by him; and aran, is also taken for the person who serves, that is the servant and maid.	202		俊宏_187-215
