lemma,zh-def,ori-def,ori-page
paga,是；擁有,"to be, to have; it is also a denial, as pa, and in this sense is doubled as pagaga, by no means, pret. pinaga fut. pûgaga, imp. ûga-a; item as, as when, without question. Paga jarosono de bonna, there is a mist in the field. Paga means quantity.",193
paga,使⋯⋯發生；促成,"pi, pa, ipaga-a, ipaga, inipaga, to cause to be. e.g. ja alli oa inipaga, is it not you that has done it? that is, have you not caused it to be? Ga, essence, a being, Agaijan, the place where any thing is, as agaijan ota Deos, contradicted from agaûta Deos, the place where God is.",193
pagagagaga,用水咯咯作響,"pi, pa, agagagaga-a, pagagagaga-o-to, to gurgle with water.",194
pagalgal,喘息；喘氣,"pinagalgal, papagalgal, agalgalla, to pant.",194
paggai,短暫的時間；一分鐘,"a little time, a minute.",194
paggeas,伸展身體（類似伸懶腰）,"pinaggeas, papaggeas, aggeassa, to strech one's self, as yawners do",194
pagasan,愛,"pi, pa, agasanna. agasannan, inagasan, inoagasannan, to love. Agasan, desire, love. Ma-agasan, a lover.",194
paggi,狗的咆哮聲,"pinaggi, papaggi, aggia, the snarling of dogs.",194
pagoegoe,風或海的狂暴；轟雷聲；肚子轟隆作響,"pinagoegoe, the ranging of the wind and sea, the rumbling of thunder or of the belly. Pagoegoegoegoe, intd.",194
pagorgor,打鼾,"pi, pa, agorgorra, to snore.",194
pagotgot,鴿子的咕咕聲,"pi, pa, the cooing of doves.",194
paichiech,胃痛,"pi, pa, the pain of the stomach, imp. aichiecha, pass. aichiechen, inaichiech, inoaichiechen.",194
paicham,喝；提供喝的東西,"in act. trans. imp. aichamma babosa, aichamman, inaichamman, inoaichamman,
ipaichamma, pas. pichamman, inichamman, inoichûmman, ipaicham, inipaicham, inoipûìcham, to drink, to offer to drink, aichan, nom. a drinking; ûichaman, a drinking cup.",194
paichasarra,睡覺,"pinaichasrra, papaichasarra, for the imp. people say, sarra o kagil, to sleep.",195
paies,放到旁邊；丟棄,"pinaies, papaies, aisa, ipaies, inipaies, inoipaies, to put away.",195
paya,往後靠,"pinaya, papaya, aya, ayanni, inayanni, inoayanni, to lean backwards.",195
páyach,弄髒,"pinûyach, papayach, ayacha, ayachen, inayach, inoayachen, whence iachen, ipayach, iniachen, inipayach, inoipayach, to make dirty.",195
payoch,轉過身；回頭,"pinayoch, papayoch, ayocha, to turn back, also ayochan, inayochan, inoayochan, to give back.",195
paikiek,裂掉,"pinaikiek, papaikiek, to crack.",195
pakietkiet,裂掉,"pi, pa, idem.",195
paikap,抓住；劈開,"trans. from Mikkap, which see.",195
páilieb,叫；抓住某人,"pinûilieb, papûilieb, ailieba, ailieban, inailiban, inoailiban, to call, to fetch any one. Paailieb, imp. ipaûiliba, trans. nom. ailieb, a calling.",195
pailielieb,打算,intend.,195
paior,走在某人前面；指路,"pinaior, papaior, aiorra, aiorren, inaiorren, inoaiorren, to precede any one, to shew the way; the way, aiorran, inaiorran, inoaiorran.",195
pairas,於某事上固執,"pinairas, papairas, airasû, ipairasa, to be stubborn in any thing, ipairas, inipairas, inoipairas, as pàsies, nom. airas, as asies.",196
pairoos,使⋯⋯坐下,"trans. from meroos, which see.",196
pais,使⋯⋯煩惱,"pinais, papais, aisa, aisan, inaisan, inoaisan, to pester.",196
paisis,透過齒縫吹口哨,"pi, pa, to whistle thro' the teeth.",196
páita,顯示,"pinûita, papûita, ipaita, to show; what? ipaita, inipaitû, inoipaita; to whom? aitanni, inaitanni, inoaitanni, trans. from Mita, which see.",196
pajus,吹狂風；起風暴,"pi, pa, bajussa, bajussen. binûjús, inobajûssen, to blow a gale, to storm. Pabajûs, trans. Bajûs, nom. a storm.",196
pakaqûa,謹慎地做某事,"pinakaqûa, papakaqûa, aka-qua-a, akaqûa-an, inakaqûa, inoakaqûa-an, to do any thing moderately, alsoipakaqua-a, ipakaqua-a, ipakaqua, inipakaqûa, inoipakaqûa, nom. qûa, a little, moderate, akaqûa, diminution.",196
pakaûkaû,大聲叫喊,"pinakaûkaû, papakaùkaû, akaûkaûa, akaûkaûan, inakaûkaûan, inoûkaûkaûan, to bawl out loud.",196
pakéas,將一隻腳往後伸,"pi, pa, akeassa, akéassan, inakeas, inoakéassan, to stick out one leg behind, as kûmmitta.",196
pakeas,將一隻腳往後伸,"pi, pa, ipakeassû, ipakeûs, inipakeûs, inoipakeas, to do as above, nam. akeûs, the sticking out of the leg.",197
pakibokibo,使⋯⋯煩惱,"pinakibokibo, papakibokibo, akibokiboa, to flutter, trans. from kummibokibo, which see.",197
pakikekikke,聚集,"pi, pa, akikkekikkea, to swarm, as pakikkekikke tsi. binnan.",197
pâkarot,碎裂,"pi, pa, imp. akkarótta, to crack. Pakarot, trans. nom. karot, cracked.",197
pakiliekille,以搖動的方式讓鈴響被聽到,"pi, pa, imp. akillekillea, to rattle, but so as that a ringing is heard, as from money, or the rings on the arms. Differs from paseerseer.",197
pakkio,鹿的叫聲,"pinakkio, papakkio, akkio, akkioa, the cry of deer.",197
pakkol,挖深,"pi, pa, akkolla, to dig deep.",197
pakobos,用網捕獵,"pinakobos, papakobos, akobossa, akobossan, inakobossan, inoakobossan, to hunt with nets, also ipakobossa, ipakonos, inipakobos.",197
pakótkot,母雞咯咯叫,"pi, pa, akotkótta, the cackling of hens.",197
pala,說；講,"(let the last letter be scarcely heard) pinala, papûla, ipûla, alûnni, inalanni, inoalanni, to say, to tell. Ala, nomen, a saying. This noun is compounded of karri, as karri ala, and mau, as mau ala, to converse together.",197
pala,裝飾某人；打扮某人,"trans. from Malla, which see.",198
palûblobg,用扇子搧,"pinalablabg, papalûblabg, alablûbba, alablabban, inalûblabban, inoalablabban, to fan with a fan.",198
palachach,鬆脫,"pinalachach, papalachach, alachacha, alachachen, inalachach, inoalachachen, the opposite of Padidden. See Malachach, of which this is the transitive.",198
palachach,使鬆脫；鬆鬆地放在一起,"means also to make any thing loose, to put loosely together; but then ipalachacha, ipalachach, inipalachach, inoipalachach.",
palalat,把東西放成一直排或並排,"pinalalat, papalalat, balabalata, binalabalat, balalabalatten, iiiobalabalatten, to put things in a row, or side by side. Palalat ja se malam o bausies; it differs from Palat, see Pûlalat, pinûlalat, pûpalalat, ipalalatta, ipûlalat, inipûlalat, inoipalalat, to arrange in a row, add thereto, balûlat, the noun.",198
palapilapies,使跪下,"trans. from lûmmapilapies, of malapilapies, which see.",198
pálat,把東西放成一直排，但有涉及運送方面,"pinûlat, papûlat, balatta, balatten, binalat, inobalatten, as palûlat, except that palat, extends itself to the conveying, but taken transitively, ipalûtta, ipalat, inipalat, add thereto, balat, the noun.",198
palaûlaub,閃耀；發光,"pinalaûlaûb, papalaûlaûb, laûlaûba, laûlaûban, linaûlaûban, &c.",199
pallákkûm,把某物一翻再翻,trans. from Mallakkûm,199
pallidóllido,前後跑步,"pallidóllido, pinallidóllido, papallidóllido, allidollidóa, allidollidoan, inallidollidóan, inoallidollidoan, to run backwards and forwards, spoken also of a crooked way, pallidollidoa taran.",199
pallil,吼叫和撕裂,"pi, pa, allilla, pas. allillen, inallil, inoallillen, as maûchûs, matsipi, to roar and tear. Pallillil, intend. pallil.",199
palil,噪音,"trans. allil, a noise.",199
pállo,觸及；給結婚的誓約,"pi, pa, imp. ûlloa, to reach to, to reach any thing to any one, is also used for the giving of a pledge of marriage, as &c. as the Formosans are sometimes accustomed to do. Palo, trans. nom. allo, a reaching out, a pledge, which is given as a pledge of acon tract.",199
pállossa,發現或是揭示〈某事〉給某人,"pinallossa, pûpallossa, allossa, allossanni, inallossanni, inoallossanni, to discover or reveal a little to any one.",199
palololullo,用力跺腳以製造噪音,"pinalololullo, papalololullo, allolulloan, inalololulloan, inoalololulloan, to make a noise, as by the feet of those who tread hard, or as from a shower of rain; poeple say, palololullo ja oetas.",199
pammamma,用草蓋住田,"pinamamma, papûmamma, ûmamma, to cover a field with grass; what ? amammamanni and amammayan, inamammûnni and inamammayan, inoamammanni and inoammammayan, wherewith? ipàmamma, inipamamnia, inoipamamnia.",200
pameûû,喵喵叫,"ameeûa, the mewing of cats.",200
pamoggimoggi,呢喃,"pi‚ pa‚ amoggimoggia, amoggimoggien, inamoggimoggien, inoamoggimoggien, to murmur, to mumble. Amoggimoggi, a murmuring. Ma-amoggimoggi, a murmurer.",200
pana,到,"some whither, to some place, pana Baziekan, to Batsjekan, sometimes de is added, as pana de Taiwan, to Taiwan. It is also a verb, and has in the in praet. pinana, in fut. papûna, in imperat. ûna, act. ipana, trans.",200
pan,用泥土堵住,"pinan, pûpan, banna, bannan, binannan, inobannan, to stop up with earth. Pûban, pinaban, papaban, ipabanna, ipaban, inipaban, inoipaban, to do thus; baban, a dam.",200
pannab,洗手,"pinannab, papannab, anabba, what ? annabben, inannab, inoannabben, where with ? ûnnaban, inannaban, inoannaban, the washing of the hands,",200
panno,穿上衣服；打扮自己,"pinûnno, pananno; annoa, to dress one's self, what ? annoan, inûnnoan, inoannoan, wherewith ? ipanno, inipanno, inoipanno. Pano, trans.",200
pannonnononno,蚊子嗡嗡叫,"pi, pa, the singing of musquitoes.",201
pano,幫、使他人穿衣服,"pinano, papano, to clothe another; what or who ? anoan, inamoan, inoanoan; wherewith ? ipûno, inipûno, inoipûno; see panno, a little above.",201
panoggonoggo,懇求,"pinanokkonokko, papanokkonokko, annokkonokkoa, annokkonokkoan, or anni, or aijan, inanokkonokkoan, inoanokkonokkoan, to intreat. Annoggonoggo, an intreaty.",201
pa-oa-oa,牛的叫聲,"a-oa-oû-a, the cry of crows.",201
paa-óabi,播種,"(the first a short, to distinguish it from Pû-oabi, to cause to sow;) pina-oabi, papa-óabi, a-óabia, a-óabi, inaoabi, to sow the fields; thus ûo-abian, inaoabian. Babósa, pa-oabi, the sower; adda ipa-oûbi, it is sown; Bonnaaoabian, it was sown. Aoûbi, a sowing. Aoûbian, aoabi aijan, the sowing season, or place.",201
pa-obo,提供線索,"pina-obo, papa-obo, a-obóa, a-ó-boan, inaóboan, inoa-óboan, to clue, to clue up, to draw up into a clue; also ipaóboa, ipa-obó, inipa-obo.",201
paos,一對,a pairing.,201
papacha,牡蠣,an oyster.,202
papadda,洗腳,"pinapapûdda, papapûdda, apapûdda, apapaddan, inipapaddan, inoipapaddan, to wash the feet, wherewith ? apapaddanni, or ayan, inapapaddanni, inoapapaddanni.",202
papappa,矮；短,"from Mûpappa, which see.",202
papil,使碎成數片,"from Mapil, which see.",202
papillepillik,拍合〈拍掌〉,"apillepillikka, to clap together, as two hands, two planks, &c.",202
para,跟〈某人〉在一起；陪伴,"pinûra, papara, arû, arûn, inara, inoaran, to be with any one, to accompany; araosse ta Cabba oe, does Cabba keep company? Ara, a comrade, pas. aran, inaran, to be accompanied: this passive is used with respect to those who attend on any one, as Takaba aran o Takalla, i.e. Takabba is waited on by Takala; or Takaba inara o icho, i. e. Takabba is attended by him; and aran, is also taken for the person who serves, that is the servant and maid.",202
parab,懷孕,"pinarab, paparab, iparaba, to impregnate, to get with child: see rummab, the transitive of which this is, and means, to impregnate, or to cause a woman to be pregnant, while rummab, betokens the receiver. And raben, the child; rinab is received.",202
paraba,領養小孩,"pinaraba, papûraba, ara, aran, inara, inoaran, from Para, to adopt as a child, also to give up for that purpose; in which case it is ipûraba-a, iparaba. Paraba, act. and trans. The child rûmmaka, takes another for his father. The real father lets the child be taken by another. Paraba choa, refers to those who take the child; it is also said Paraba, to take a child. An adopted father raba amosjiem. The real father iparabo. The child is called by the adopten father, aran.",203
parûllibal,弄乾亞麻,"pinarûllibal, paparûllibal, baralliballa, barûllibal, binarallibal, inobarallibal, to put out linen, &c. to dry. But has not such an extensive meaning as porra; pabarallibal, to do thus.",203
pûrapies,犯罪,"from rûmmapies, which see.",203
parar,平凡的；低下的,"from mûrar, which see.",203
parid,弄乾,"pinarid, papûrid, aridden, inarid, inoaridden, the place or part from whence, ariddan, inariddan, inoariddan, to dry up, activ. see Marid, neutr.",203
pararar,照亮；使明亮,"from Marara, which see.",203
paraût,待在外面,"from rûmmaût, which see.",203
paraûrat,在外面久待,"from rûmmaûrat, which see.",203
pardosan,嗆到〈以不正常的飲食方式才嗆到〉,"pinardosan, papardosan, to choke, as those do, who take the food or drink the wrong way. Paardosan, ipinaardosan, papaardosan, ipaardosana, &c. to do so.",203
páresshi,準備戰鬥,"pi, pa, imp. ûresshia, aresshi-in, inaresshi, inoaresshi-in, pas. iparesshi, to set up to fight, aresshi, nom. a setting on. Ma-aresshi, one who sets on.",204
pariaût,充滿,"pinûriaut, papûriaût, ariauta, ariaûtan, inariaut, inoariaut, to fill, to make full. Also to let fill, in which case ipariaûta, ipariaut, ariaut, nom.",204
pariggo,改變；使...改變,"as rûmmiggo, pinariggo, papariggo, ariggoa, ariggoan, inariggo, inoariggoan, ariggoan: see Mariggo.",204
parikoriko,分享；前後揮擺,"pinatikoriko, paparikoriko, rikorikoa, rikorikoan, rinikorikoan, to share any thing, to wave it backwards and forwards, or let such be done, in which case it is iparikorikoa, iparikoriko, iniparikoriko, &c.",204
parikak,大步跨走,see rûmmikak.,204
pario,變好；改善,"pinario, papûrio, arióa, arióan, &c. to make good. Mario, arió, an improving, a making good.",204
parrióriot,纏繞,"pi, pa, imp. arrióriotta, from Parriot, to see below; is said of ivy, &c. which climbs up long sticks or trees, and embraces them.",204
paroch-i-boch ja boesûm,清澈的天空,a clear sky.,205
parokail,把手和腳放在彼此〈身上〉,"pi, pa, arokaila, pass. arokailen, inarokail, to lay the hands or feet over each other.",205
parne,使沉浸,"pinarne, paparne, iparnea, ipûrne as rûmne. Paûrne, see rûmmene.",205
pároob,散佈乾的東西,"aroba, pass. aroban, inaroban, inoaroban ja bonna, to strew, to spread out dry things.",205
párrorro,組合；聚集,"pinarorro, paparrorro, arrorroa, arrorroan, as rûmmorro, to assemble. Parorro, pinarrorro, papûrorro, ipûrorroa, ipûrorro, iniparorro, inoiparorro, to do thus. Mind that it must be written Parorro, act. from Mûrorro.",205
párrar,用籬笆圍住,"pinarrar, paparrar, arrûrra, arrarran, inarrarran, inoarrarran, to hedge round, arrar, a hedge.",205
parrabûrra,裸體的；使某人裸體,"pinarrabarra, paparrabûrra, barrabarran, barrabarrûan, binarrabarraan, inobarrabarraan, naked, to make one's self naked.",205
párrach,通姦；亂倫,"pi, pa, iparracha, iparrach, to commit fornication. Shiem parrach, a bastard; rini pûrrach, a bee that is put in a wrong place outside the nest.",205
párras,解放；鬆手,"pinarras, paparras, bûrrasa, bûrrasan, binarrasan, to let go, to free, to put out of one's hand, to set down, in which case it is iparrasa, &c. Ma-ababarras, a redeemer. Ca Christus paga ma-ababarras o babosa, that is, Christ is the Saviour of mankind.",205
parribrieb,搖動,"pinûrribrieb, to shake, arribrieba, all kinds of shaking.",206
parri,,"trans. from Marri, which see.",206
parried,古老魔咒的迷信用法,"pinûrried, paparried, arrida, arridan, inarridan, the superstitious use of old enchantments.",206
párrinon,爭吵,"pinarrinon, paparrinon, arrinoa, to quarrel, to do that which cannot be named; rattirrien, idem.",206
párro,把...綑在一起,"pinarro, papûrro, barroa, bûrroan, binarro, to bundle up, to make up into bundle or sheaves. Pabarro, pinabarro, papabûrro,i pabûrroa, ipabarro, &c. to do thus. Barro, a sheaf.",206
párriot,把...包裹起來,"pinarriot, paparriot, ariotta, ariottan, inarriottan, to wrap up, the same as rumniot, but from another root.",206
parripiéripi,隱約地看到...,"pi, pa, imp. arripieripia, pas. parripieri-in, pinarripieri-in, with a turn of the eye, to see anything dimly.",206
parriparri,鑿一個洞,"pinarriparri, inoparriparri, parriparria, parriparri-in, pinarriparri, inoparriparri-in, to bore a hole.",206
parripieripit,含糊不清地說話,"pi, pa, arripieripitta, pass. arripieripitten. inarripieripit, to cackle, to jabber. Paripieripit, trans. arripieripit, a prating, a babbling. Ma-arripieripit a babbler.",206
párroa,挖出,"pinûrroa, papûrroa, arroa, arroan, inarroan, inoarroan, to dig out.",207
